,Time,Value,Factor,Baseline,Mass
0,2023-01-18 13:39:53.261821,-1083102,6.700627450980402,0,-161641.87726054311
1,2023-01-18 13:39:53.458677,-1083118,6.700627450980402,0,-161644.2650966252
2,2023-01-18 13:39:53.662591,-1083153,6.700627450980402,0,-161649.48848805472
3,2023-01-18 13:39:53.855511,-1083092,6.700627450980402,0,-161640.3848629918
4,2023-01-18 13:39:54.055360,-1083109,6.700627450980402,0,-161642.921938829
5,2023-01-18 13:39:54.260525,-1083095,6.700627450980402,0,-161640.8325822572
6,2023-01-18 13:39:54.459905,-1083155,6.700627450980402,0,-161649.786967565
7,2023-01-18 13:39:54.663846,-1083181,6.700627450980402,0,-161653.66720119835
8,2023-01-18 13:39:54.871212,-1083119,6.700627450980402,0,-161644.41433638032
9,2023-01-18 13:39:55.057620,-1083107,6.700627450980402,0,-161642.62345931877
10,2023-01-18 13:39:55.260722,-1083151,6.700627450980402,0,-161649.19000854445
11,2023-01-18 13:39:55.471845,-1083070,6.700627450980402,0,-161637.10158837895
12,2023-01-18 13:39:55.668752,-1083093,6.700627450980402,0,-161640.53410274693
13,2023-01-18 13:39:55.871836,-1083136,6.700627450980402,0,-161646.95141221752
14,2023-01-18 13:39:56.059584,-1083074,6.700627450980402,0,-161637.6985473995
15,2023-01-18 13:39:56.260515,-1083134,6.700627450980402,0,-161646.65293270725
16,2023-01-18 13:39:56.464497,-1083136,6.700627450980402,0,-161646.95141221752
17,2023-01-18 13:39:56.673890,-1083103,6.700627450980402,0,-161642.02650029823
18,2023-01-18 13:39:56.870184,-1083113,6.700627450980402,0,-161643.51889784954
19,2023-01-18 13:39:57.075680,-1083098,6.700627450980402,0,-161641.28030152258
20,2023-01-18 13:39:57.276080,-1083091,6.700627450980402,0,-161640.2356232367
21,2023-01-18 13:39:57.476150,-1083094,6.700627450980402,0,-161640.68334250207
22,2023-01-18 13:39:57.675516,-1083120,6.700627450980402,0,-161644.56357613544
23,2023-01-18 13:39:57.869824,-1083151,6.700627450980402,0,-161649.19000854445
24,2023-01-18 13:39:58.066777,-1083170,6.700627450980402,0,-161652.02556389192
25,2023-01-18 13:39:58.275911,-1083100,6.700627450980402,0,-161641.57878103285
26,2023-01-18 13:39:58.463409,-1083072,6.700627450980402,0,-161637.40006788922
27,2023-01-18 13:39:58.678643,-1083123,6.700627450980402,0,-161645.01129540082
28,2023-01-18 13:39:58.864517,-1083102,6.700627450980402,0,-161641.87726054311
29,2023-01-18 13:39:59.069779,-1083103,6.700627450980402,0,-161642.02650029823
30,2023-01-18 13:39:59.276116,-1082312,6.700627450980402,0,-161523.9778539906
31,2023-01-18 13:39:59.469727,-1050152,6.700627450980402,0,-156724.42732901784
32,2023-01-18 13:39:59.665676,-976411,6.700627450980402,0,-145719.3385459949
33,2023-01-18 13:39:59.870791,-801646,6.700627450980402,0,-119637.45274074403
34,2023-01-18 13:40:00.075893,-770572,6.700627450980402,0,-114999.97658984216
35,2023-01-18 13:40:00.277657,-764890,6.700627450980402,0,-114152.14554095003
36,2023-01-18 13:40:00.469718,-770210,6.700627450980402,0,-114945.95179848518
37,2023-01-18 13:40:00.673075,-770583,6.700627450980402,0,-115001.6182271486
38,2023-01-18 13:40:00.872783,-770563,6.700627450980402,0,-114998.633432046
39,2023-01-18 13:40:01.078985,-770589,6.700627450980402,0,-115002.51366567936
40,2023-01-18 13:40:01.275957,-770584,6.700627450980402,0,-115001.76746690372
41,2023-01-18 13:40:01.470609,-770610,6.700627450980402,0,-115005.64770053708
42,2023-01-18 13:40:01.674176,-770611,6.700627450980402,0,-115005.79694029222
43,2023-01-18 13:40:01.877283,-770633,6.700627450980402,0,-115009.08021490509
44,2023-01-18 13:40:02.081111,-770636,6.700627450980402,0,-115009.52793417046
45,2023-01-18 13:40:02.275892,-770617,6.700627450980402,0,-115006.692378823
46,2023-01-18 13:40:02.475035,-770539,6.700627450980402,0,-114995.200917678
47,2023-01-18 13:40:02.684356,-770576,6.700627450980402,0,-115000.57354886268
48,2023-01-18 13:40:02.885043,-758339,6.700627450980402,0,-113174.32666533992
49,2023-01-18 13:40:03.084119,-787224,6.700627450980402,0,-117485.11699226276
50,2023-01-18 13:40:03.275845,-757418,6.700627450980402,0,-113036.87685086542
51,2023-01-18 13:40:03.476845,-770625,6.700627450980402,0,-115007.88629686405
52,2023-01-18 13:40:03.679976,-770658,6.700627450980402,0,-115012.81120878331
53,2023-01-18 13:40:03.886824,-770604,6.700627450980402,0,-115004.75226200632
54,2023-01-18 13:40:04.087841,-770649,6.700627450980402,0,-115011.46805098715
55,2023-01-18 13:40:04.276892,-770662,6.700627450980402,0,-115013.40816780383
56,2023-01-18 13:40:04.489522,-770666,6.700627450980402,0,-115014.15436657947
57,2023-01-18 13:40:04.684019,-770638,6.700627450980402,0,-115009.82641368073
58,2023-01-18 13:40:04.885969,-770552,6.700627450980402,0,-114996.99179473956
59,2023-01-18 13:40:05.091160,-770694,6.700627450980402,0,-115018.18383996798
60,2023-01-18 13:40:05.291166,-770620,6.700627450980402,0,-115007.1400980884
61,2023-01-18 13:40:05.479698,-770640,6.700627450980402,0,-115010.12489319098
62,2023-01-18 13:40:05.686728,-770625,6.700627450980402,0,-115007.88629686405
63,2023-01-18 13:40:05.881933,-770613,6.700627450980402,0,-115006.09541980248
64,2023-01-18 13:40:06.086204,-770645,6.700627450980402,0,-115010.87109196663
65,2023-01-18 13:40:06.292998,-770678,6.700627450980402,0,-115015.79600388592
66,2023-01-18 13:40:06.480491,-770650,6.700627450980402,0,-115011.61729074227
