,Time,Value,Factor,Baseline,Mass
0,2023-01-18 14:14:44.783503,-741111,6.700627450980402,0,-110603.22416396458
1,2023-01-18 14:14:44.989023,-741091,6.700627450980402,0,-110600.23936886198
2,2023-01-18 14:14:45.197288,-741056,6.700627450980402,0,-110595.01597743244
3,2023-01-18 14:14:45.399033,-741076,6.700627450980402,0,-110598.00077253504
4,2023-01-18 14:14:45.586582,-741078,6.700627450980402,0,-110598.2992520453
5,2023-01-18 14:14:45.799066,-741110,6.700627450980402,0,-110603.07492420945
6,2023-01-18 14:14:46.000233,-741187,6.700627450980402,0,-110614.56638535444
7,2023-01-18 14:14:46.191324,-740948,6.700627450980402,0,-110578.89808387843
8,2023-01-18 14:14:46.400007,-741048,6.700627450980402,0,-110593.8220593914
9,2023-01-18 14:14:46.600008,-741074,6.700627450980402,0,-110597.70229302478
10,2023-01-18 14:14:46.799225,-741059,6.700627450980402,0,-110595.46369669784
11,2023-01-18 14:14:46.999269,-741067,6.700627450980402,0,-110596.65761473888
12,2023-01-18 14:14:47.202622,-741116,6.700627450980402,0,-110603.97036274022
13,2023-01-18 14:14:47.402722,-741067,6.700627450980402,0,-110596.65761473888
14,2023-01-18 14:14:47.592080,-741057,6.700627450980402,0,-110595.16521718758
15,2023-01-18 14:14:47.799957,-741078,6.700627450980402,0,-110598.2992520453
16,2023-01-18 14:14:47.998170,-741089,6.700627450980402,0,-110599.94088935172
17,2023-01-18 14:14:48.204073,-741153,6.700627450980402,0,-110609.49223368002
18,2023-01-18 14:14:48.394528,-741100,6.700627450980402,0,-110601.58252665817
19,2023-01-18 14:14:48.599290,-741044,6.700627450980402,0,-110593.374340126
20,2023-01-18 14:14:48.799459,-741034,6.700627450980402,0,-110591.7327028196
21,2023-01-18 14:14:49.005535,-740994,6.700627450980402,0,-110585.91235236952
22,2023-01-18 14:14:49.205603,-741096,6.700627450980402,0,-110600.98556763765
23,2023-01-18 14:14:49.398474,-741100,6.700627450980402,0,-110601.58252665817
24,2023-01-18 14:14:49.596826,-741051,6.700627450980402,0,-110594.2697786568
25,2023-01-18 14:14:49.799903,-741091,6.700627450980402,0,-110600.23936886198
26,2023-01-18 14:14:50.004839,-741113,6.700627450980402,0,-110603.52264347483
27,2023-01-18 14:14:50.207544,-741102,6.700627450980402,0,-110601.8810061684
28,2023-01-18 14:14:50.408659,-741077,6.700627450980402,0,-110598.15001229016
29,2023-01-18 14:14:50.601090,-741086,6.700627450980402,0,-110599.49317008634
30,2023-01-18 14:14:50.798748,-741090,6.700627450980402,0,-110600.09012910686
31,2023-01-18 14:14:51.009491,-741059,6.700627450980402,0,-110595.46369669784
32,2023-01-18 14:14:51.209839,-741085,6.700627450980402,0,-110599.3439303312
33,2023-01-18 14:14:51.408928,-741090,6.700627450980402,0,-110600.09012910686
34,2023-01-18 14:14:51.598763,-741058,6.700627450980402,0,-110595.3144569427
35,2023-01-18 14:14:51.798534,-741100,6.700627450980402,0,-110601.58252665817
36,2023-01-18 14:14:52.002785,-741109,6.700627450980402,0,-110602.92568445433
37,2023-01-18 14:14:52.212064,-741112,6.700627450980402,0,-110603.37340371971
38,2023-01-18 14:14:52.409017,-741070,6.700627450980402,0,-110597.10533400426
39,2023-01-18 14:14:52.597853,-741048,6.700627450980402,0,-110593.8220593914
40,2023-01-18 14:14:52.798579,-741051,6.700627450980402,0,-110594.2697786568
41,2023-01-18 14:14:53.004329,-741050,6.700627450980402,0,-110594.12053890168
42,2023-01-18 14:14:53.214022,-741134,6.700627450980402,0,-110606.80591808767
43,2023-01-18 14:14:53.408748,-741076,6.700627450980402,0,-110598.00077253504
44,2023-01-18 14:14:53.613019,-741039,6.700627450980402,0,-110592.47890159524
45,2023-01-18 14:14:53.800391,-741036,6.700627450980402,0,-110592.03118232984
46,2023-01-18 14:14:54.009384,-741054,6.700627450980402,0,-110594.7174979222
47,2023-01-18 14:14:54.215405,-741027,6.700627450980402,0,-110590.8372642888
48,2023-01-18 14:14:54.410950,-741058,6.700627450980402,0,-110595.3144569427
49,2023-01-18 14:14:54.614691,-741110,6.700627450980402,0,-110603.07492420945
50,2023-01-18 14:14:54.815181,-741146,6.700627450980402,0,-110608.44755539412
