,Time,Value,Factor,Baseline,Mass
0,2023-01-27 10:41:07.624300,-1083977,6.862879436681862,-157951.06631278715,3.223865464067785
1,2023-01-27 10:41:07.826653,-1083998,6.862879436681862,-157951.06631278715,0.16392536260536872
2,2023-01-27 10:41:08.022139,-1083964,6.862879436681862,-157951.06631278715,5.11811409832444
3,2023-01-27 10:41:08.230544,-1084017,6.862879436681862,-157951.06631278715,-2.6045918720774353
4,2023-01-27 10:41:08.425576,-1083940,6.862879436681862,-157951.06631278715,8.615188500029035
5,2023-01-27 10:41:08.616844,-1083991,6.862879436681862,-157951.06631278715,1.1839053964358754
6,2023-01-27 10:41:08.820827,-1084010,6.862879436681862,-157951.06631278715,-1.5846118382469285
7,2023-01-27 10:41:09.022276,-1084002,6.862879436681862,-157951.06631278715,-0.4189203710120637
8,2023-01-27 10:41:09.226497,-1083993,6.862879436681862,-157951.06631278715,0.8924825296271592
9,2023-01-27 10:41:09.429606,-1083968,6.862879436681862,-157951.06631278715,4.535268364707008
10,2023-01-27 10:41:09.632766,-1083980,6.862879436681862,-157951.06631278715,2.7867311638547108
11,2023-01-27 10:41:09.821341,-1083988,6.862879436681862,-157951.06631278715,1.6210396966489498
12,2023-01-27 10:41:10.032834,-1084007,6.862879436681862,-157951.06631278715,-1.1474775380338542
13,2023-01-27 10:41:10.229946,-1083984,6.862879436681862,-157951.06631278715,2.203885430266382
14,2023-01-27 10:41:10.426087,-1084080,6.862879436681862,-157951.06631278715,-11.784412176551996
15,2023-01-27 10:41:10.636506,-1083993,6.862879436681862,-157951.06631278715,0.8924825296271592
16,2023-01-27 10:41:10.824760,-1084012,6.862879436681862,-157951.06631278715,-1.8760347050556447
17,2023-01-27 10:41:11.029513,-1083952,6.862879436681862,-157951.06631278715,6.866651299176738
18,2023-01-27 10:41:11.237488,-1083997,6.862879436681862,-157951.06631278715,0.3096367960097268
19,2023-01-27 10:41:11.436260,-1084001,6.862879436681862,-157951.06631278715,-0.2732089376077056
20,2023-01-27 10:41:11.623599,-1083982,6.862879436681862,-157951.06631278715,2.4953082970459945
21,2023-01-27 10:41:11.827624,-1084002,6.862879436681862,-157951.06631278715,-0.4189203710120637
22,2023-01-27 10:41:12.037084,-1083994,6.862879436681862,-157951.06631278715,0.7467710962228011
23,2023-01-27 10:41:12.235114,-1083966,6.862879436681862,-157951.06631278715,4.826691231515724
24,2023-01-27 10:41:12.433100,-1083988,6.862879436681862,-157951.06631278715,1.6210396966489498
25,2023-01-27 10:41:12.625287,-1083897,6.862879436681862,-157951.06631278715,14.880780136416433
26,2023-01-27 10:41:12.831163,-1083984,6.862879436681862,-157951.06631278715,2.203885430266382
27,2023-01-27 10:41:13.038064,-1083956,6.862879436681862,-157951.06631278715,6.283805565559305
28,2023-01-27 10:41:13.237579,-1083909,6.862879436681862,-157951.06631278715,13.132242935564136
29,2023-01-27 10:41:13.435633,-1083960,6.862879436681862,-157951.06631278715,5.700959831941873
30,2023-01-27 10:41:13.631121,-1083987,6.862879436681862,-157951.06631278715,1.7667511300533079
31,2023-01-27 10:41:13.833748,-1083989,6.862879436681862,-157951.06631278715,1.4753282632445917
32,2023-01-27 10:41:14.038587,-1083953,6.862879436681862,-157951.06631278715,6.72093986577238
33,2023-01-27 10:41:14.242346,-1083930,6.862879436681862,-157951.06631278715,10.072302834072616
34,2023-01-27 10:41:14.442871,-1083956,6.862879436681862,-157951.06631278715,6.283805565559305
35,2023-01-27 10:41:14.631802,-1084003,6.862879436681862,-157951.06631278715,-0.5646318044164218
36,2023-01-27 10:41:14.838833,-1083977,6.862879436681862,-157951.06631278715,3.223865464067785
37,2023-01-27 10:41:15.044957,-1083997,6.862879436681862,-157951.06631278715,0.3096367960097268
38,2023-01-27 10:41:15.236637,-1084001,6.862879436681862,-157951.06631278715,-0.2732089376077056
39,2023-01-27 10:41:15.441463,-1084004,6.862879436681862,-157951.06631278715,-0.7103432378207799
40,2023-01-27 10:41:15.639098,-1083964,6.862879436681862,-157951.06631278715,5.11811409832444
41,2023-01-27 10:41:15.841569,-1083962,6.862879436681862,-157951.06631278715,5.409536965133157
42,2023-01-27 10:41:16.036401,-1083971,6.862879436681862,-157951.06631278715,4.098134064493934
43,2023-01-27 10:41:16.242523,-1083973,6.862879436681862,-157951.06631278715,3.8067111976852175
44,2023-01-27 10:41:16.445427,-1083961,6.862879436681862,-157951.06631278715,5.555248398537515
45,2023-01-27 10:41:16.636281,-1083979,6.862879436681862,-157951.06631278715,2.932442597259069
46,2023-01-27 10:41:16.849523,-1083974,6.862879436681862,-157951.06631278715,3.6609997642808594
47,2023-01-27 10:41:17.043433,-1083966,6.862879436681862,-157951.06631278715,4.826691231515724
48,2023-01-27 10:41:17.243447,-1083957,6.862879436681862,-157951.06631278715,6.138094132154947
49,2023-01-27 10:41:17.444928,-1083982,6.862879436681862,-157951.06631278715,2.4953082970459945
50,2023-01-27 10:41:17.639527,-1083976,6.862879436681862,-157951.06631278715,3.369576897472143
51,2023-01-27 10:41:17.838125,-1083923,6.862879436681862,-157951.06631278715,11.092282867903123
52,2023-01-27 10:41:18.044022,-1083953,6.862879436681862,-157951.06631278715,6.72093986577238
53,2023-01-27 10:41:18.237761,-1083946,6.862879436681862,-157951.06631278715,7.740919899602886
54,2023-01-27 10:41:18.451912,-1083975,6.862879436681862,-157951.06631278715,3.5152883308765013
55,2023-01-27 10:41:18.647279,-1083952,6.862879436681862,-157951.06631278715,6.866651299176738
56,2023-01-27 10:41:18.851915,-1083966,6.862879436681862,-157951.06631278715,4.826691231515724
57,2023-01-27 10:41:19.039780,-1083964,6.862879436681862,-157951.06631278715,5.11811409832444
58,2023-01-27 10:41:19.245429,-1083961,6.862879436681862,-157951.06631278715,5.555248398537515
59,2023-01-27 10:41:19.442510,-1083987,6.862879436681862,-157951.06631278715,1.7667511300533079
